dataset_id,column_name,schema_type,column_name_ko,schema_example,total_rows,nonblank_count,coverage_ratio,blank_count,whitespace_only_count,sentinel_null_count,numeric_parseable_count,zero_count,negative_count,unique_count,numeric_min,numeric_max,date_like_min,date_like_max,sample_values,top_values
PREF02N001,pd_nm,text,,,5646,5646,1.0,0,0,0,0,0,0,5630,,,,,"[""WisdomTree US SmallCap Fund"", ""Stance Sustainable Beta ETF"", ""JPMorgan US Quality Factor ETF""]","[[""Eventide US Market ETF"", 2], [""WisdomTree US SmallCap Fund"", 1], [""Stance Sustainable Beta ETF"", 1], [""JPMorgan US Quality Factor ETF"", 1], [""ProShares S&P 500 Dividend Aristocrats ETF"", 1], [""Goldman Sachs Access Municipal Bond ETF"", 1], [""ClearShares OCIO ETF"", 1], [""Leverage Shares 2x Capped Acc TSLA Monthly ETF"", 1], [""T Rowe Price Equity Income ETF"", 1], [""Hartford Strategic Income ETF"", 1]]"
PREF02N001,pd_sale_yn,text,,,5646,5636,0.998229,10,0,0,5636,0,0,1,1,1,,,"[""1""]","[[""1"", 5636]]"
PREF02N001,pd_trd_ccy,text,,,5646,5646,1.0,0,0,0,0,0,0,1,,,,,"[""USD""]","[[""USD"", 5646]]"
PREF02N001,pd_tr_yn,text,,,5646,5636,0.998229,10,0,0,5636,5636,0,1,0,0,,,"[""0""]","[[""0"", 5636]]"
PREF02N001,pd_us_cik,text,,,5646,5633,0.997697,13,0,0,5633,0,0,374,19617,2104659,,,"[""1350487"", ""1592900"", ""1485894""]","[[""1100663"", 380], [""1924868"", 198], [""1415726"", 183], [""1174610"", 150], [""1667919"", 139], [""1424958"", 138], [""1432353"", 121], [""1592900"", 115], [""1976322"", 111], [""1771146"", 97]]"
PREF02N001,ru_mkt_price,numeric,,,5646,5636,0.998229,10,0,0,5636,0,0,5101,0.28420000,120350.00000000,,,"[""65.88540000"", ""33.47900000"", ""72.05000000""]","[[""25.05000000"", 6], [""50.84000000"", 4], [""24.99000000"", 3], [""28.70000000"", 3], [""59.55000000"", 3], [""32.99000000"", 3], [""30.85000000"", 3], [""50.56000000"", 3], [""21.50000000"", 2], [""38.63000000"", 2]]"
PREF02N001,ru_mkt_volume,numeric,,,5646,5636,0.998229,10,0,0,5636,187,0,4852,0E-8,457196285.00000000,,,"[""5445.00000000"", ""5626.00000000"", ""460569.00000000""]","[[""0E-8"", 187], [""10.00000000"", 6], [""200.00000000"", 4], [""366.00000000"", 3], [""369.00000000"", 3], [""567.00000000"", 3], [""305.00000000"", 3], [""739.00000000"", 3], [""3276.00000000"", 2], [""584.00000000"", 2]]"
PREF02N001,wu_core_yn,text,,,5646,103,0.018243,5543,0,0,0,0,0,1,,,,,"[""N""]","[[""N"", 103]]"
PREF02N001,wu_inv_ast_type,text,,,5646,5638,0.998583,8,0,0,0,0,0,6,,,,,"[""Equity"", ""Bond"", ""Mixed Assets""]","[[""Equity"", 2500], [""Alternatives"", 1800], [""Bond"", 1084], [""Mixed Assets"", 138], [""Commodity"", 107], [""Money Market"", 9]]"
PREF02N001,wu_inv_rgn,text,,,5646,5638,0.998583,8,0,0,0,0,0,59,,,,,"[""United States of America"", ""Global"", ""Global Emerging Markets""]","[[""United States of America"", 4196], [""Global"", 718], [""Global Ex US"", 303], [""Global Emerging Markets"", 175], [""China"", 46], [""Europe"", 41], [""Japan"", 25], [""India"", 24], [""Brazil"", 9], [""Asia Pacific ex Japan"", 8]]"
PREF02N001,wu_upt_dt,text,,,5646,5646,1.0,0,0,0,5646,0,0,1,20260614,20260614,20260614,20260614,"[""20260614""]","[[""20260614"", 5646]]"
PRFD01N001,bmrk_eng_nm,text,벤치마크영문명,CALL,95619,95619,1.0,0,0,0,1,0,0,388,31910466590,31910466590,,,"[""채권종합 3M~1Y"", ""MSCI ACWI CR 75% + KIS Bond Index 01Y 25%"", ""KOSPI200 25% + KAP Bond Index 01Y 75%""]","[[""KOSPI 200"", 10655], [""MSCI ACWI CR 50% + KAP Bond Index 01Y 50%"", 9196], [""KOSPI200 25% + KAP Bond Index 01Y 75%"", 4361], [""MSCI ACWI"", 3846], [""MSCI ACWI CR 25% + KAP Bond Index 01Y 75%"", 2953], [""KAP Bond Index 02Y 90%"", 2521], [""채권종합지수 1~2Y"", 2305], [""MSCI CHINA"", 1995], [""KOSPI Mid&SmallCap Index"", 1950], [""ZEROIN AI Expected Return Index"", 1350]]"
PRFD01N001,bmrk_nm,text,벤치마크명,CALL,95619,95619,1.0,0,0,0,0,0,0,391,,,,,"[""종합채권 3개월~1년"", ""MSCI ACWI CR 75% + KIS채권종합01Y 25%"", ""KOSPI200 25% + 종합채권01Y 75%""]","[[""KOSPI200"", 10655], [""MSCI ACWI CR 50% + 종합채권01Y 50%"", 9196], [""KOSPI200 25% + 종합채권01Y 75%"", 4361], [""MSCI ACWI"", 3846], [""MSCI ACWI CR 25% + 종합채권01Y 75%"", 2953], [""종합채권02Y 90%"", 2521], [""중소형지수"", 1950], [""MSCI CHINA"", 1925], [""제로인 대안투자기대수익지수"", 1350], [""채권종합지수 1~2년"", 1348]]"
PRFD01N001,curr_cd,text,통화코드,KRW,95619,95618,0.99999,1,0,0,0,0,0,2,,,,,"[""KRW"", ""USD""]","[[""KRW"", 95046], [""USD"", 572]]"
PRFD01N001,exchdg_yn,text,환헤지여부,N,95619,65858,0.688754,29761,0,0,1,0,0,3,80008,80008,,,"[""Y"", ""N"", ""00080008""]","[[""Y"", 44987], [""N"", 20870], [""00080008"", 1]]"
PRFD01N001,fd_estb_ctry_cd,text,펀드설립국가코드,000,95619,95553,0.99931,66,0,0,95553,92838,0,2,0,410,,,"[""000"", ""410""]","[[""000"", 92838], [""410"", 2715]]"
PRFD01N001,fd_ivst_rgn_desc,text,펀드투자지역구분코드 설명,국내,95619,95553,0.99931,66,0,0,0,0,0,7,,,,,"[""국내"", ""글로벌"", ""아시아""]","[[""글로벌"", 42875], [""국내"", 33223], [""아시아"", 10265], [""남미/북미"", 4984], [""이머징/브릭스"", 2261], [""유럽"", 1846], [""중동/아프리카"", 99]]"
PRFD01N001,fd_mm18_ern_r,numeric,펀드 18개월수익률,4.85,95619,63208,0.66104,32411,0,0,63208,1686,4162,4909,-3593.02,1399.77,,,"[""47.08"", ""28.54"", ""2.54""]","[[""0.00"", 1686], [""4.14"", 74], [""4.05"", 69], [""17.69"", 51], [""28.30"", 45], [""23.86"", 44], [""21.16"", 40], [""6.00"", 39], [""16.52"", 38], [""29.06"", 37]]"
PRFD01N001,fd_mm1_ern_r,numeric,펀드 1개월수익률,0.26,95619,69190,0.723601,26429,0,0,69190,2798,26288,1550,-63.11,15.65,,,"[""1.18"", ""1.16"", ""1.86""]","[[""0.00"", 2798], [""0.23"", 531], [""0.21"", 511], [""0.20"", 477], [""0.16"", 353], [""0.22"", 316], [""0.33"", 314], [""0.30"", 306], [""0.19"", 299], [""0.14"", 294]]"
PRFD01N001,fd_mm3_ern_r,numeric,펀드 3개월수익률,0.78,95619,68543,0.716835,27076,0,0,68543,2427,9590,3505,-88.46,144.21,,,"[""16.29"", ""12.78"", ""-16.82""]","[[""0.00"", 2427], [""0.67"", 249], [""0.58"", 183], [""0.72"", 132], [""0.59"", 131], [""0.84"", 115], [""0.68"", 106], [""1.15"", 105], [""0.66"", 97], [""0.71"", 96]]"
PRFD01N001,fd_mm6_ern_r,numeric,펀드 6개월수익률,1.46,95619,67169,0.702465,28450,0,0,67169,2034,8666,4177,-84.16,369.68,,,"[""25.97"", ""11.72"", ""-23.75""]","[[""0.00"", 2034], [""1.20"", 139], [""1.32"", 105], [""1.27"", 105], [""1.53"", 89], [""1.11"", 86], [""3.99"", 85], [""0.87"", 77], [""1.31"", 77], [""1.38"", 73]]"
PRFD01N001,fd_nast_suma,numeric,펀드 순자산,2390679722503.0000,95619,83081,0.868875,12538,0,0,83081,2478,0,2682,0.0000,28359162282520.0000,,,"[""77291400582.0000"", ""71147860091.0000"", ""600482482202.0000""]","[[""0.0000"", 2478], [""1246002051481.0000"", 164], [""203933002230.0000"", 153], [""62415226868.0000"", 151], [""107641694999.0000"", 143], [""43744413817.0000"", 130], [""18396857471.0000"", 130], [""188819770644.0000"", 127], [""5561831372.0000"", 127], [""88424720212.0000"", 122]]"
PRFD01N001,fd_set_pcd,text,펀드설정유형코드,10,95619,95618,0.99999,1,0,0,95618,458,0,3,0,20,,,"[""20"", ""10"", ""00""]","[[""10"", 91354], [""20"", 3806], [""00"", 458]]"
PRFD01N001,fd_wk1_ern_r,numeric,펀드 1주일수익률,0.09,95619,69452,0.726341,26167,0,0,69452,2664,22409,1207,-60.92,26.59,,,"[""2.55"", ""-0.82"", ""2.04""]","[[""0.00"", 2664], [""0.04"", 1378], [""0.05"", 662], [""0.06"", 426], [""0.15"", 409], [""0.30"", 342], [""0.34"", 309], [""0.51"", 305], [""0.03"", 301], [""0.47"", 280]]"
PRFD01N001,fd_yr1_ern_r,numeric,펀드 1년수익률,2.93,95619,64426,0.673778,31193,0,0,64426,1840,4470,4826,-92.57,975.10,,,"[""38.17"", ""33.73"", ""-22.85""]","[[""0.00"", 1840], [""2.61"", 77], [""2.64"", 68], [""2.76"", 60], [""19.74"", 58], [""25.02"", 54], [""1.78"", 53], [""1.43"", 42], [""19.43"", 42], [""20.75"", 41]]"
PRFD01N001,fd_yr2_ern_r,numeric,펀드 2년수익률,6.93,95619,58129,0.607923,37490,0,0,58129,1486,3093,4777,-3675.44,973.95,,,"[""43.25"", ""48.23"", ""0.15""]","[[""0.00"", 1486], [""6.60"", 52], [""30.10"", 51], [""5.73"", 46], [""34.79"", 45], [""19.08"", 39], [""41.39"", 37], [""10.90"", 36], [""28.49"", 35], [""21.07"", 34]]"
PRFD01N001,fd_yr3_ern_r,numeric,펀드 3년수익률,13.57,95619,55813,0.583702,39806,0,0,55813,907,2621,4925,-4381.56,1142.57,,,"[""60.31"", ""95.24"", ""-5.11""]","[[""0.00"", 907], [""37.46"", 43], [""21.50"", 40], [""34.21"", 38], [""10.40"", 35], [""33.29"", 33], [""22.22"", 32], [""26.70"", 30], [""9.90"", 29], [""35.31"", 27]]"
PRFD01N001,fd_yr5_ern_r,numeric,펀드 5년수익률,18.87,95619,50837,0.531662,44782,0,0,50837,580,8764,4699,-4254.75,611.55,,,"[""49.37"", ""127.97"", ""-48.61""]","[[""0.00"", 580], [""29.73"", 44], [""47.57"", 39], [""15.63"", 39], [""10.87"", 37], [""13.61"", 35], [""111.88"", 30], [""17.50"", 30], [""55.96"", 30], [""17.53"", 29]]"
PRFD01N001,frc_bpr_itm_yn,text,외화기준가종목여부,0,95619,95618,0.99999,1,0,0,95618,95046,0,2,0,1,,,"[""0"", ""1""]","[[""0"", 95046], [""1"", 572]]"
PRFD01N001,fss_itm_no,text,금융감독원종목번호,0010173C4558,95619,95618,0.99999,1,0,0,23450,23409,0,8086,0,111111111111,,,"[""0010173C9824"", ""000000000000"", ""0011644C0164""]","[[""000000000000"", 23409], [""0010200C0346"", 23], [""0010205C4702"", 21], [""0010198C3367"", 14], [""0010189M0025"", 14], [""0010210C6102"", 14], [""0010173C7109"", 13], [""0011972C7449"", 13], [""0011458C0272"", 13], [""0010181C1155"", 13]]"
PRFD01N001,hdge_fd_yn,text,헤지펀드여부,0,95619,95553,0.99931,66,0,0,95553,95553,0,1,0,0,,,"[""0""]","[[""0"", 95553]]"
PRFD01N001,int_dvd_desc,text,이자배당구분코드 설명,배당,95619,95553,0.99931,66,0,0,0,0,0,2,,,,,"[""배당"", ""이자""]","[[""배당"", 95543], [""이자"", 10]]"
PRFD01N001,itm_abrv_nm,text,종목약어명,삼성 베스트 MMF 법인 제1호,95619,95619,1.0,0,0,0,0,0,0,>10000,,,,,"[""삼성1.5년매칭형증권투자제1호[채권]C-P"", ""알리안츠멀티파재F"", ""한국밸류10년투자배당투자(채권혼합)AE""]","[[""KB글로벌테크놀로지EMP증권자(주-재)C-Pe"", 14], [""한화에너지MLP특별자회사(재간접)Ce"", 14], [""다올중국1등주증권자투신(주식)Cpe(연금)"", 14], [""삼성미국S&P500인덱스증권자UH[주식]_Cpe(퇴직연금)"", 13], [""KCGI프리덤적격TDF2030[채혼재]C-Pe2"", 13], [""피델리티차이나컨슈머자(주식재간접)PRS"", 13], [""미래에셋클린인프라포커스자(주식)A"", 13], [""미래에셋베트남자1호(UH)(주식)CPe"", 13], [""한국투자신종개인적격TDF알아서2050H(주혼재)(Ce)"", 13], [""한국투자적격TDF알아서2030(주혼재)CRe"", 13]]"
PRFD01N001,itm_eabrv_nm,text,종목영문약어명,KB China A-share Sec,95619,172,0.001799,95447,0,0,0,0,0,14,,,,,"[""MIRAE G2INNOVATOR_C1"", ""MIRAE G2 INNOVATOR F"", ""DWS DeutschEquity C3""]","[[""KB China A-share Sec"", 59], [""MIRAE G2INNOVATOR_Ce"", 13], [""MIRAE G2INNOVATOR_C1"", 12], [""MIRAE G2 INNOVATOR F"", 12], [""MIRAE G2INNOVATOR_C2"", 12], [""MIRAE GL-GROWTH F"", 10], [""MIRAE GL-GROWTH A"", 10], [""DWS DeutschEquity C1"", 8], [""DWS DeutschEquity A"", 8], [""DWS DeutschEquity C3"", 7]]"
PRFD01N001,itm_eng_nm,text,종목영문명,삼성 베스트 MMF 법인 제1호,95619,95619,1.0,0,0,0,8,8,0,>10000,0,0,,,"[""삼성1.5년매칭형증권투자신탁제1호[채권]_C-P"", ""알리안츠다이나믹멀티에셋증권투자신탁[주식혼합_파생재간접형] Class C(F)"", ""한국밸류10년투자 배당증권투자신탁(채권혼합)종류A-E""]","[[""KYOBO AXA ROBOTECH SECURITIES FEEDER INVESTMENT TRUST 1(H) [EQUITY]"", 107], [""소규모해지"", 88], [""HANWHA ENERGY INFRA MLP SPECIAL ASSET FEEDER FUND1(INFRA-FOF)"", 83], [""MIRAEASSET MAPS US BLUE-CHIP INDEX EQUITY INVESTMENT TRUST 1CLASS 01"", 80], [""miraeasset"", 27], [""SH US S&P500 INDEX SECURITY FEEDER INVESTMENT TRUST(H)[EQUITY-DERIVATIVES]"", 19], [""KB 글로벌 테크놀로지 EMP 증권 자투자신탁(주식-재간접형) C-PE"", 14], [""다올중국1등주증권자투자신탁[주식] 종류C-Pe"", 14], [""삼성미국S&P500인덱스증권자투자신탁UH[주식] Cpe(퇴직)"", 13], [""KCGI프리덤적격TDF2030증권자투자신탁[채권혼합-재간접형]종류C-Pe2"", 13]]"
PRFD01N001,itm_nm,text,종목명,삼성 베스트 MMF 법인 제1호,95619,95619,1.0,0,0,0,0,0,0,>10000,,,,,"[""삼성1.5년매칭형증권투자신탁제1호[채권]_C-P"", ""알리안츠다이나믹멀티에셋증권투자신탁[주식혼합_파생재간접형] Class C(F)"", ""한국밸류10년투자 배당증권투자신탁(채권혼합)종류A-E""]","[[""KB 글로벌 테크놀로지 EMP 증권 자투자신탁(주식-재간접형) C-Pe"", 14], [""한화에너지인프라MLP특별자산자투자회사(인프라-재간접형) 종류Ce"", 14], [""다올중국1등주증권자투자신탁[주식] 종류C-Pe"", 14], [""삼성미국S&P500인덱스증권자투자신탁UH[주식] Cpe(퇴직)"", 13], [""KCGI프리덤적격TDF2030증권자투자신탁[채권혼합-재간접형]종류C-Pe2"", 13], [""피델리티차이나컨슈머증권자투자신탁(주식-재간접형)종류 PRS"", 13], [""미래에셋클린인프라포커스증권자투자신탁[주식]A"", 13], [""미래에셋베트남증권자투자신탁1호(UH)(주식)C-Pe"", 13], [""한국투자신종개인연금적격TDF알아서2050증권전환형자투자신탁H(주식혼합-재간접형)(C-e)"", 13], [""한국투자적격TDF알아서2030증권투자신탁(주식혼합-재간접형)종류C-Re"", 13]]"
PRFD01N001,itm_no,text,종목번호,KR5014410050,95619,95619,1.0,0,0,0,0,0,0,>10000,,,,,"[""KR5114420158"", ""KR5138490078"", ""KR5174430032""]","[[""KR5127490211"", 14], [""KR5529400016"", 14], [""KR5152450036"", 14], [""KR5114450497"", 13], [""KR5147490043"", 13], [""KR5148490016"", 13], [""KR5110651012"", 13], [""KR510902976M"", 13], [""KR5113490088"", 13], [""KR5113490047"", 13]]"
PRFD01N001,kofia_fd_ccd,text,금융투자협회펀드분류코드,1EE11Z1200101ZZZZZZ6,95619,95525,0.999017,94,0,0,35881,22131,0,4782,0,24111412301017111125,,,"[""11111A327360131ZZZZ5"", ""00000000000000000000"", ""141112120010122ZZZZ5""]","[[""00000000000000000000"", 22131], [""12113412001011111113"", 324], [""16121A120360211ZZZZB"", 185], [""12123612001021111ZZ2"", 171], [""12113412301011111113"", 170], [""1613161200102ZZZZZZC"", 155], [""16123A120600211ZZZZC"", 144], [""161216120010211ZZZZD"", 132], [""12111412301011111113"", 125], [""12113A12060011111112"", 118]]"
PRFD01N001,ksd_itm_no,text,예탁원종목번호,KRZ500626190,95619,95353,0.997218,266,0,0,26,0,0,>10000,12,12355,,,"[""KRZ502532813"", ""KRZ502024037"", ""KRZ501944872""]","[[""KRZ50223568F"", 14], [""KRZ701864794"", 14], [""KRZ50186316F"", 14], [""KRZ50203521G"", 13], [""KRZ50243625B"", 13], [""KRZ50173547C"", 13], [""KRZ500342941"", 13], [""KRZ50205320C"", 13], [""KRZ502447572"", 13], [""KRZ50211858F"", 13]]"
PRFD01N001,mtco_itm_no,text,운용사종목번호,0109913,95619,95618,0.99999,1,0,0,64479,245,0,4660,0,9999999999,,,"[""01MN900"", ""0060901"", ""0010200""]","[[""0012244"", 153], [""0480750"", 142], [""0002Z51"", 141], [""0052111"", 137], [""0069510"", 130], [""01MA700"", 129], [""0068911"", 127], [""0002541"", 122], [""0043511"", 120], [""0537370"", 113]]"
PRFD01N001,ofsfd_yn,text,역외펀드여부,0,95619,95618,0.99999,1,0,0,95618,95618,0,1,0,0,,,"[""0""]","[[""0"", 95618]]"
PRFD01N001,or_attr_desc,text,운용속성구분코드 설명,MMF,95619,95553,0.99931,66,0,0,5436,0,0,11,6,6,,,"[""채권형"", ""재간접"", ""채권혼합""]","[[""주식형"", 36338], [""재간접"", 30243], [""채권혼합"", 8964], [""채권형"", 8344], [""06"", 5436], [""주식혼합"", 2782], [""MMF"", 1532], [""혼합자산"", 1424], [""특별자산"", 412], [""임대형"", 69]]"
PRFD01N001,or_co_xtn_itt_cd,text,운용회사대외기관코드,00040010,95619,95553,0.99931,66,0,0,95553,0,0,67,40001,80368,,,"[""00040010"", ""00040023"", ""00080021""]","[[""00080008"", 24472], [""00040010"", 8511], [""00040035"", 6142], [""00040024"", 5424], [""00040067"", 4168], [""00040007"", 3705], [""00040027"", 3649], [""00080052"", 3082], [""00080029"", 2900], [""00040040"", 2778]]"
PRFD01N001,ovrs_fd_desc,text,해외펀드구분코드 설명,국내,95619,95553,0.99931,66,0,0,0,0,0,3,,,,,"[""국내"", ""해외"", ""국내외혼합""]","[[""해외"", 51628], [""국내"", 33107], [""국내외혼합"", 10818]]"
PRFD01N001,pers_corp_desc,text,개인법인구분코드 설명,법인,95619,95553,0.99931,66,0,0,0,0,0,3,,,,,"[""개인"", ""해당없음"", ""법인""]","[[""해당없음"", 73054], [""개인"", 17643], [""법인"", 4856]]"
PRFD01N001,pfiv_sale_cntl_tcd,text,전문투자자판매제어구분코드,00,95619,95553,0.99931,66,0,0,95553,95014,0,3,0,2,,,"[""00"", ""01"", ""02""]","[[""00"", 95014], [""01"", 430], [""02"", 109]]"
PRFD01N001,prfd_attr_cd,text,펀드별속성코드,V101,95619,95619,1.0,0,0,0,0,0,0,228,,,,,"[""F103"", ""V102"", ""M111""]","[[""C103"", 10943], [""D102"", 10916], [""C101"", 10559], [""M111"", 10368], [""M109"", 6955], [""V102"", 5124], [""V101"", 4667], [""D106"", 3624], [""W101"", 3138], [""F103"", 3038]]"
PRFD01N001,prvo_fd_desc,text,사모펀드구분코드 설명,해당없음,95619,95553,0.99931,66,0,0,0,0,0,2,,,,,"[""해당없음"", ""일반사모(2015년전)""]","[[""해당없음"", 95451], [""일반사모(2015년전)"", 102]]"
PRFD01N001,prvo_pbff_desc,text,사모/공모구분코드 설명,공모,95619,95553,0.99931,66,0,0,0,0,0,2,,,,,"[""공모"", ""사모""]","[[""공모"", 95451], [""사모"", 102]]"
PRFD01N001,rptt_ksd_itm_no,text,대표예탁원종목번호,030200109913,95619,95553,0.99931,66,0,0,62929,989,0,2628,0,200010218751,,,"[""0302001MN900"", ""032110060901"", ""033910010200""]","[[""KR0000000000"", 1525], [""000000000000"", 976], [""033180052111"", 164], [""032400012244"", 153], [""033180048111"", 151], [""033180043511"", 143], [""031910480750"", 142], [""030230002Z51"", 141], [""031910482550"", 135], [""0337500F0350"", 133]]"
PRFD01N001,sale_yn,text,판매여부,판매중,95619,95618,0.99999,1,0,0,0,0,0,2,,,,,"[""판매완료"", ""판매중""]","[[""판매중"", 76318], [""판매완료"", 19300]]"
PRFD01N001,std_itm_no,text,표준종목번호,KR5214272621,95619,95553,0.99931,66,0,0,0,0,0,>10000,,,,,"[""K55105DY4714"", ""K55228B78547"", ""KR5236AY2947""]","[[""K55223C30034"", 14], [""KRM213AN5495"", 14], [""K55306BT9453"", 14], [""K55105BU1120"", 13], [""K55365DA5417"", 13], [""KR5235AK9766"", 13], [""KR5205678760"", 13], [""K55301BC5232"", 13], [""K55101DF0008"", 13], [""K55101BT4402"", 13]]"
PRFD01N001,thco_sale_yn,text,당사판매여부,Y,95619,91595,0.957916,4024,0,0,0,0,0,2,,,,,"[""Y"", ""KRZ50226929C""]","[[""Y"", 91594], [""KRZ50226929C"", 1]]"
PRFD01N001,trusc_xtn_itt_cd,text,수탁회사대외기관코드,00050004,95619,95553,0.99931,66,0,0,95553,0,0,18,16022,160037,,,"[""00020054"", ""00020088"", ""00020004""]","[[""00020054"", 20064], [""00020004"", 18156], [""00020027"", 16820], [""00020081"", 14100], [""00020088"", 9763], [""00020020"", 6764], [""00020003"", 3239], [""00020011"", 2091], [""00050004"", 2088], [""00020032"", 902]]"
PRFD01N001,zrin_fd_ivst_risk_gcd,text,제로인펀드투자위험등급코드,6,95619,95619,1.0,0,0,18416,77203,0,0,8,1,20054,,,"[""NULL"", ""4"", ""3""]","[[""2"", 29251], [""NULL"", 18416], [""3"", 16892], [""4"", 13103], [""5"", 9788], [""1"", 5771], [""6"", 2397], [""00020054"", 1]]"
PRFD01N001,zrin_fd_ivst_risk_grd_nm,text,제로인펀드투자위험등급명,매우 낮은 위험,95619,77203,0.807402,18416,0,0,1,0,0,9,6,6,,,"[""보통 위험"", ""다소 높은 위험"", ""높은 위험""]","[[""높은 위험"", 29088], [""다소 높은 위험"", 16892], [""보통 위험"", 13028], [""낮은 위험"", 9788], [""매우 높은 위험"", 5771], [""매우 낮은 위험"", 2397], [""높은위험"", 163], [""보통위험"", 75], [""06"", 1]]"
